content_key,level_code,headword,reading,ruby,romaji_ko,pos,conj_type,transitivity,meaning_ko,meaning_ko_alt,example_ja,example_ko,audio_file,source,verify,note
jlpt.n3.vocab.0001,N3,性格,せいかく,{性格|せい|かく},세에카쿠,noun,-,-,성격,기질,{兄|あに}とわたしは{性格|せいかく}が{全|まった}く{違|ちが}います。,형과 저는 성격이 완전히 달라요.,jlpt.n3.vocab.0001.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自分と家族」 자기소개에서 경험·성격을 곁들여 말하기 / ②빈도 zipf 4.77 / 내용어 919위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0205,N3,選挙,せんきょ,{選挙|せん|きょ},셍쿄,noun,suru_noun,vi,선거,-,{来月|らいげつ}{市長|し|ちょう}の{選挙|せんきょ}があります。,다음 달에 시장 선거가 있어요.,jlpt.n3.vocab.0205.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 지역 화제의 정보를 주고받기 / ②빈도 zipf 5.04 / 내용어 439위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0206,N3,法律,ほうりつ,{法律|ほう|りつ},호오리츠,noun,-,-,법률,법,それは{法律|ほうりつ}で{禁止|きん|し}されています。,그건 법으로 금지되어 있어요.,jlpt.n3.vocab.0206.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 사회 규칙에 관한 설명을 이해하기 / ②빈도 zipf 4.85 / 내용어 752위(모집단 80726); Tanos교차: N4 분류 — 우리 N4 400 미수록 잔여분을 N3으로 흡수
jlpt.n3.vocab.0207,N3,税金,ぜいきん,{税金|ぜい|きん},제에킨,noun,-,-,세금,-,{税金|ぜいきん}が{上|あ}がると{生活|せいかつ}が{苦|くる}しくなります。,세금이 오르면 생활이 힘들어져요.,jlpt.n3.vocab.0207.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 증세와 생활의 관계를 이유와 함께 말하기 / ②빈도 zipf 4.19 / 내용어 3499위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0208,N3,増税,ぞうぜい,{増税|ぞう|ぜい},조오제에,noun,suru_noun,vi,증세,세금 인상,{増税|ぞうぜい}について{友|とも}だちと{話|はな}し{合|あ}いました。,증세에 대해 친구와 이야기를 나눴어요.,jlpt.n3.vocab.0208.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 증세가 생활과 어떻게 얽히는지 의견 말하기 / ②빈도 zipf 3.78 / 내용어 6979위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0209,N3,事件,じけん,{事件|じ|けん},지켄,noun,-,-,사건,-,{近所|きんじょ}で{起|お}きた{事件|じけん}の{話題|わ|だい}になりました。,근처에서 일어난 사건이 화제가 됐어요.,jlpt.n3.vocab.0209.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 사건·사고의 상황과 원인을 주고받기 / ②빈도 zipf 5.32 / 내용어 167위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0210,N3,犯人,はんにん,{犯人|はん|にん},한닌,noun,-,-,범인,-,{犯人|はんにん}はまだ{見|み}つかっていないそうです。,범인은 아직 못 찾았대요.,jlpt.n3.vocab.0210.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 추리물의 범인과 동기를 이유를 들어 설명하기 / ②빈도 zipf 4.48 / 내용어 1960위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0211,N3,逮捕,たいほ,{逮捕|たい|ほ},타이호,noun,suru_noun,vt,체포,-,ニュースで{逮捕|たいほ}されたと{報道|ほうどう}されました。,뉴스에서 체포됐다고 보도됐어요.,jlpt.n3.vocab.0211.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 사건 뉴스의 주요 정보를 이해하기 / ②빈도 zipf 4.88 / 내용어 707위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0212,N3,被害,ひがい,{被害|ひ|がい},히가이,noun,-,-,피해,-,{台風|たいふう}の{被害|ひがい}は{思|おも}ったより{大|おお}きかったです。,태풍 피해는 생각보다 컸어요.,jlpt.n3.vocab.0212.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 재해 관련 뉴스의 주요 정보를 이해하기 / ②빈도 zipf 5.04 / 내용어 437위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0213,N3,起こる,おこる,{起|お}こる,오코루,verb,g1,vi,일어나다,발생하다,{何|なに}が{起|お}こったのか{警官|けいかん}に{話|はな}しました。,무슨 일이 일어났는지 경찰관에게 말했어요.,jlpt.n3.vocab.0213.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 목격한 사고 상황을 경찰관에게 정확히 전하기 / ②빈도 zipf 4.89 / 내용어 696위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0214,N3,地域,ちいき,{地域|ち|いき},치이키,noun,-,-,지역,지방,この{地域|ちいき}は{子|こ}どもが{多|おお}いです。,이 지역은 아이가 많아요.,jlpt.n3.vocab.0214.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 지역 관련 기사를 읽고 주요 정보 이해하기 / ②빈도 zipf 5.16 / 내용어 292위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0215,N3,人口,じんこう,{人口|じん|こう},징코오,noun,-,-,인구,-,この{町|まち}の{人口|じんこう}は{減|へ}り{続|つづ}けています。,이 동네 인구는 계속 줄고 있어요.,jlpt.n3.vocab.0215.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 지역 조사 기사를 읽고 이해하기 / ②빈도 zipf 4.63 / 내용어 1344위(모집단 80726); Tanos교차: N4 분류 — 우리 N4 400 미수록 잔여분을 N3으로 흡수
jlpt.n3.vocab.0216,N3,助かる,たすかる,{助|たす}かる,타스카루,verb,g1,vi,살아나다,도움이 되다,{早|はや}く{知|し}らせてもらえて{助|たす}かりました。,빨리 알려 주셔서 도움이 됐어요.,jlpt.n3.vocab.0216.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 곤란한 사람에게 정보를 전하고 감사하기 / ②빈도 zipf 4.57 / 내용어 1566위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0217,N3,重大,じゅうだい,{重大|じゅう|だい},주우다이,na_adj,na_adj,-,중대함,심각함,これは{重大|じゅうだい}な{問題|もんだい}だと{思|おも}います。,이건 중대한 문제라고 생각해요.,jlpt.n3.vocab.0217.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 사회 문제에 관한 자기 의견을 말하기 / ②빈도 zipf 4.17 / 내용어 3652위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0218,N3,すでに,すでに,すでに,스데니,adv,-,-,이미,벌써,その{件|けん}は すでに{報告|ほうこく}されています。,그 건은 이미 보고돼 있어요.,jlpt.n3.vocab.0218.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「社会」 뉴스 영상·자막으로 요점을 이해하기 / ②빈도 zipf 5.11 / 내용어 348위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0219,N3,人柄,ひとがら,{人柄|ひと|がら},히토가라,noun,-,-,인품,됨됨이,{新郎|しん|ろう}の{人柄|ひとがら}をまとめて{紹介|しょうかい}しました。,신랑의 인품을 정리해서 소개했어요.,jlpt.n3.vocab.0219.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 신랑·신부의 인품을 짜임새 있게 소개하기 / ②빈도 zipf 3.64 / 내용어 8627위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0220,N3,態度,たいど,{態度|たい|ど},타이도,noun,-,-,태도,-,{店員|てんいん}の{態度|たいど}に{問題|もんだい}があると{思|おも}いました。,점원 태도에 문제가 있다고 생각했어요.,jlpt.n3.vocab.0220.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 접객 태도의 문제점을 자세히 설명하기 / ②빈도 zipf 4.49 / 내용어 1903위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0221,N3,悩み,なやみ,{悩|なや}み,나야미,noun,-,-,고민,-,{友|とも}だちの{悩|なや}みを{聞|き}いてコメントしました。,친구의 고민을 듣고 코멘트했어요.,jlpt.n3.vocab.0221.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 인간관계·진로 고민 상담에 코멘트 하기 / ②빈도 zipf 4.46 / 내용어 2024위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0222,N3,甘える,あまえる,{甘|あま}える,아마에루,verb,g2,vi,어리광부리다,기대다,お{言葉|ことば}に{甘|あま}えて{休|やす}ませてもらいます。,말씀에 기대어 쉬도록 할게요.,jlpt.n3.vocab.0222.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 사정을 설명하고 배려를 받아들이기 / ②빈도 zipf 3.07 / 내용어 18409위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0223,N3,感謝,かんしゃ,{感謝|かん|しゃ},칸샤,noun,suru_noun,vi,감사,-,{感謝|かんしゃ}の{気持|きも}ちを{手紙|てがみ}に{書|か}きました。,감사의 마음을 편지에 썼어요.,jlpt.n3.vocab.0223.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 감사를 담은 편지·메일을 읽고 이해하기 / ②빈도 zipf 4.98 / 내용어 525위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0224,N3,信頼,しんらい,{信頼|しん|らい},신라이,noun,suru_noun,vt,신뢰,-,{信頼|しんらい}できる{人|ひと}に{相談|そうだん}してみます。,신뢰할 수 있는 사람에게 상담해 볼게요.,jlpt.n3.vocab.0224.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 문제가 생겼을 때 다른 친구에게 상담하기 / ②빈도 zipf 4.78 / 내용어 886위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0225,N3,気まずい,きまずい,{気|き}まずい,키마즈이,i_adj,i_adj,-,서먹하다,어색하다,けんかしてから{気|き}まずい{日|ひ}が{続|つづ}いています。,싸운 뒤로 서먹한 날이 이어지고 있어요.,jlpt.n3.vocab.0225.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 친구와 생긴 문제와 심정을 상담하기 / ②빈도 zipf 3.57 / 내용어 9651위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0226,N3,付き合う,つきあう,{付|つ}き{合|あ}う,츠키아우,verb,g1,vi,어울리다,사귀다,{近所|きんじょ}の{人|ひと}とも{長|なが}く{付|つ}き{合|あ}っています。,이웃과도 오래 어울리고 있어요.,jlpt.n3.vocab.0226.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 인간관계의 상황을 자세히 설명하기 / ②빈도 zipf 4.63 / 내용어 1366위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0227,N3,誤解,ごかい,{誤解|ご|かい},고카이,noun,suru_noun,vt,오해,-,{誤解|ごかい}されないように ちゃんと{説明|せつめい}しました。,오해받지 않도록 제대로 설명했어요.,jlpt.n3.vocab.0227.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 문제가 생긴 상황과 심정을 설명하기 / ②빈도 zipf 4.34 / 내용어 2625위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0228,N3,冷静,れいせい,{冷静|れい|せい},레에세에,na_adj,na_adj,-,냉정함,침착함,こんなときこそ{冷静|れいせい}に{話|はな}したほうがいいです。,이럴 때일수록 침착하게 말하는 게 좋아요.,jlpt.n3.vocab.0228.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 문제 상황에서 해결 방법을 상담하기 / ②빈도 zipf 4.35 / 내용어 2561위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0229,N3,尊敬,そんけい,{尊敬|そん|けい},송케에,noun,suru_noun,vt,존경,-,わたしが{一番|いちばん}{尊敬|そんけい}している{人|ひと}は{祖母|そぼ}です。,제가 가장 존경하는 사람은 할머니예요.,jlpt.n3.vocab.0229.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 관심 있는 인물이 어떤 사람인지 말하기 / ②빈도 zipf 4.33 / 내용어 2674위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0230,N3,親しい,したしい,{親|した}しい,시타시이,i_adj,i_adj,-,친하다,가깝다,{親|した}しい{友|とも}だちにだけ{話|はな}したことです。,친한 친구에게만 이야기한 거예요.,jlpt.n3.vocab.0230.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 친구 관계의 상황을 자세히 말하기 / ②빈도 zipf 4.14 / 내용어 3879위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0231,N3,素直,すなお,{素直|す|なお},스나오,na_adj,na_adj,-,솔직함,순수함,{素直|すなお}に{謝|あやま}ったほうがいいと{思|おも}います。,솔직하게 사과하는 편이 좋다고 생각해요.,jlpt.n3.vocab.0231.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 약속을 못 지켰을 때 이유를 대며 사과하기 / ②빈도 zipf 4.42 / 내용어 2215위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0232,N3,思いやり,おもいやり,{思|おも}いやり,오모이야리,noun,-,-,배려,-,{思|おも}いやりのある{人|ひと}と{働|はたら}きたいです。,배려심 있는 사람과 일하고 싶어요.,jlpt.n3.vocab.0232.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 사람의 인품을 자기 생각으로 말하기 / ②빈도 zipf 3.74 / 내용어 7456위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0233,N3,励ます,はげます,{励|はげ}ます,하게마스,verb,g1,vt,격려하다,북돋우다,{落|お}ちこんでいる{友|とも}だちを{励|はげ}ましました。,풀 죽은 친구를 격려했어요.,jlpt.n3.vocab.0233.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 앞으로의 활약을 기대하는 마음을 전하기 / ②빈도 zipf 3.85 / 내용어 6289위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0234,N3,慰める,なぐさめる,{慰|なぐさ}める,나구사메루,verb,g2,vt,위로하다,달래다,なんと{言|い}って{慰|なぐさ}めればいいか{分|わ}かりませんでした。,뭐라고 위로해야 좋을지 몰랐어요.,jlpt.n3.vocab.0234.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 슬픔에 공감하는 말을 건네기 / ②빈도 zipf 3.18 / 내용어 16207위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0235,N3,頼る,たよる,{頼|たよ}る,타요루,verb,g1,vi,의지하다,기대다,{困|こま}ったときは{頼|たよ}ってくださいね。,곤란할 때는 의지해 주세요.,jlpt.n3.vocab.0235.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 문제가 생겼을 때 상담을 청하기 / ②빈도 zipf 4.35 / 내용어 2600위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0236,N3,支える,ささえる,{支|ささ}える,사사에루,verb,g2,vt,떠받치다,뒷받침하다,{家族|かぞく}が{支|ささ}えてくれたから{続|つづ}けられました。,가족이 받쳐 줘서 계속할 수 있었어요.,jlpt.n3.vocab.0236.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「人との関係」 경험과 심정을 짜임새 있게 말하기 / ②빈도 zipf 3.99 / 내용어 4992위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0237,N3,判断,はんだん,{判断|はん|だん},한단,noun,suru_noun,vt,판단,-,{自分|じぶん}で{判断|はんだん}するのは{難|むずか}しかったです。,스스로 판단하기는 어려웠어요.,jlpt.n3.vocab.0237.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 이유를 곁들여 자기 의견을 말하기 / ②빈도 zipf 4.97 / 내용어 544위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0238,N3,考え方,かんがえかた,{考|かんが}え{方|かた},캉가에카타,noun,-,-,사고방식,생각,{国|くに}によって{考|かんが}え{方|かた}が{違|ちが}うのは{当然|とうぜん}です。,나라에 따라 사고방식이 다른 건 당연해요.,jlpt.n3.vocab.0238.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 이문화 체험에 대한 자기 생각을 말하기 / ②빈도 zipf 4.45 / 순위표 밖; Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0239,N3,理解,りかい,{理解|り|かい},리카이,noun,suru_noun,vt,이해,-,{説明|せつめい}を{聞|き}いて やっと{理解|りかい}できました。,설명을 듣고 겨우 이해할 수 있었어요.,jlpt.n3.vocab.0239.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 상세한 설명을 되물으며 이해하기 / ②빈도 zipf 5.25 / 내용어 215위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0240,N3,反省,はんせい,{反省|はん|せい},한세에,noun,suru_noun,vt,반성,-,{準備|じゅんび}が{足|た}りなかったと{反省|はんせい}しています。,준비가 부족했다고 반성하고 있어요.,jlpt.n3.vocab.0240.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 문제 상황을 설명하며 사과하기 / ②빈도 zipf 4.26 / 내용어 3037위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0241,N3,予想,よそう,{予想|よ|そう},요소오,noun,suru_noun,vt,예상,-,{予想|よそう}よりずっと{人|ひと}が{多|おお}かったです。,예상보다 훨씬 사람이 많았어요.,jlpt.n3.vocab.0241.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 결과와 감상을 이유와 함께 말하기 / ②빈도 zipf 4.87 / 내용어 716위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0242,N3,期待,きたい,{期待|き|たい},키타이,noun,suru_noun,vt,기대,-,これからの{活躍|かつ|やく}を{期待|きたい}しています。,앞으로의 활약을 기대하고 있어요.,jlpt.n3.vocab.0242.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 앞으로의 활약을 기대하는 마음을 말하기 / ②빈도 zipf 5.12 / 내용어 336위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0243,N3,想像,そうぞう,{想像|そう|ぞう},소오조오,noun,suru_noun,vt,상상,-,{想像|そうぞう}していたより{簡単|かんたん}でした。,상상했던 것보다 간단했어요.,jlpt.n3.vocab.0243.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 경험과 감상을 어느 정도 자세히 말하기 / ②빈도 zipf 4.97 / 내용어 549위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0244,N3,考え直す,かんがえなおす,{考|かんが}え{直|なお}す,캉가에나오스,verb,g1,vt,다시 생각하다,재고하다,{意見|いけん}を{聞|き}いて もう{一度|いちど}{考|かんが}え{直|なお}しました。,의견을 듣고 한 번 더 다시 생각했어요.,jlpt.n3.vocab.0244.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 상대 의견을 듣고 자기 생각을 조정하기 / ②빈도 zipf 3.03 / 내용어 19316위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0245,N3,気づく,きづく,{気|き}づく,키즈쿠,verb,g1,vi,알아차리다,깨닫다,{書|か}き{漏|も}れに あとで{気|き}づきました。,기입 누락을 나중에 알아차렸어요.,jlpt.n3.vocab.0245.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 지적을 듣고 문제를 확인하기 / ②빈도 zipf 5.13 / 내용어 331위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0246,N3,思いつく,おもいつく,{思|おも}いつく,오모이츠쿠,verb,g1,vt,떠올리다,생각해 내다,いい{解決|かい|けつ}{方法|ほうほう}を{思|おも}いつきました。,좋은 해결 방법을 떠올렸어요.,jlpt.n3.vocab.0246.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 워크숍에서 해결안을 제안하기 / ②빈도 zipf 4.35 / 내용어 2596위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0247,N3,目標,もくひょう,{目標|もく|ひょう},모쿠효오,noun,-,-,목표,-,{今年|ことし}の{目標|もくひょう}は{毎日|まいにち}{走|はし}ることです。,올해 목표는 매일 달리는 거예요.,jlpt.n3.vocab.0247.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 앞으로의 희망·포부를 곁들여 소개하기 / ②빈도 zipf 4.76 / 내용어 955위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0248,N3,価値,かち,{価値|か|ち},카치,noun,-,-,가치,값어치,この{経験|けいけん}には{高|たか}い{価値|かち}があると{思|おも}います。,이 경험에는 높은 가치가 있다고 생각해요.,jlpt.n3.vocab.0248.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 왜 좋은지 근거를 들어 의견 말하기 / ②빈도 zipf 5.01 / 내용어 483위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0249,N3,事実,じじつ,{事実|じ|じつ},지지츠,noun,-,-,사실,-,{議題|ぎ|だい}と{事実|じじつ}を{分|わ}けて{確|たし}かめました。,의제와 사실을 나눠서 확인했어요.,jlpt.n3.vocab.0249.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 주민 모임에서 의제와 사실을 확인하기 / ②빈도 zipf 4.97 / 내용어 543위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0250,N3,望ましい,のぞましい,{望|のぞ}ましい,노조마시이,i_adj,i_adj,-,바람직하다,-,{早|はや}めに{知|し}らせるほうが{望|のぞ}ましいです。,일찌감치 알리는 편이 바람직해요.,jlpt.n3.vocab.0250.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 근거를 들어 자기 판단을 말하기 / ②빈도 zipf 3.72 / 내용어 7697위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0251,N3,結局,けっきょく,{結局|けっ|きょく},켁쿄쿠,adv,-,-,결국,끝내,{結局|けっきょく}{時間|じかん}が{足|た}りませんでした。,결국 시간이 부족했어요.,jlpt.n3.vocab.0251.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 결과와 감상을 정리해 말하기 / ②빈도 zipf 4.96 / 내용어 567위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0252,N3,認める,みとめる,{認|みと}める,미토메루,verb,g2,vt,인정하다,받아들이다,{間違|まちが}いを{認|みと}めて{謝|あやま}りました。,잘못을 인정하고 사과했어요.,jlpt.n3.vocab.0252.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 문제가 생겼을 때 사과하고 대처하기 / ②빈도 zipf 5.10 / 내용어 359위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0253,N3,疑う,うたがう,{疑|うたが}う,우타가우,verb,g1,vt,의심하다,-,その{話|はなし}は ちょっと{疑|うたが}ったほうがいいです。,그 이야기는 조금 의심해 보는 게 좋아요.,jlpt.n3.vocab.0253.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 주장이 뚜렷한 글을 읽고 판단하기 / ②빈도 zipf 4.45 / 내용어 2093위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0254,N3,適切,てきせつ,{適切|てき|せつ},테키세츠,na_adj,na_adj,-,적절함,알맞음,この{場合|ばあい}は こちらの{方法|ほうほう}が{適切|てきせつ}です。,이 경우에는 이쪽 방법이 적절해요.,jlpt.n3.vocab.0254.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 해결안을 근거와 함께 제안하기 / ②빈도 zipf 4.35 / 내용어 2579위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0255,N3,選択,せんたく,{選択|せん|たく},센타쿠,noun,suru_noun,vt,선택,-,どちらを{選|えら}ぶかは{難|むずか}しい{選択|せんたく}でした。,어느 쪽을 고를지는 어려운 선택이었어요.,jlpt.n3.vocab.0255.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 비교 기사를 읽고 무엇을 살지 정하기 / ②빈도 zipf 4.89 / 내용어 688위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0256,N3,検討,けんとう,{検討|けん|とう},켄토오,noun,suru_noun,vt,검토,-,その{案|あん}は もう{一度|いちど}{検討|けんとう}させてください。,그 안은 한 번 더 검토하게 해 주세요.,jlpt.n3.vocab.0256.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 회의에서 제안을 검토하고 의견 말하기 / ②빈도 zipf 4.71 / 내용어 1090위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0257,N3,結論,けつろん,{結論|けつ|ろん},케츠론,noun,-,-,결론,-,{話|はな}し{合|あ}っても{結論|けつろん}が{出|で}ませんでした。,이야기를 나눠도 결론이 안 났어요.,jlpt.n3.vocab.0257.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「意見を述べる·論述する」 토론에서 의견을 조정하며 이야기하기 / ②빈도 zipf 4.34 / 내용어 2623위(모집단 80726); Tanos교차: N3 일치
